Episode,Total Reward,Steps,Hits,Sunk Ships,Misses,Hit Rate,Q-Table Size,Consecutive Hits,Max Consecutive Hits Ship 1,Max Consecutive Hits Ship 2,Max Consecutive Hits Ship 3,Max Consecutive Hits Ship 4,Max Consecutive Hits Ship 5,Max Consecutive Hits Ship 6
4030,-26.510000000001764,1005,23,5,68,0.022885572139303482,77,3,1,1,1,1,1,4
4031,77.67290519877521,654,24,6,64,0.03669724770642202,77,6,1,1,1,1,2,3
4032,59.255786163520156,795,24,6,73,0.03018867924528302,77,9,1,1,2,1,2,5
4033,-79.41927864215248,1414,24,6,75,0.016973125884016973,77,4,1,1,1,1,1,4
4034,61.69144271569844,707,24,6,71,0.033946251768033946,77,4,1,1,3,1,1,3
4035,80.98337423312728,652,24,6,63,0.03680981595092025,77,7,1,1,2,3,1,4
4036,78.95749262536819,678,24,6,65,0.035398230088495575,77,8,1,2,1,2,1,4
4037,-18.020000000001865,1023,23,5,69,0.022482893450635387,77,7,1,1,1,1,2,7
4038,84.49420361247812,609,24,6,73,0.03940886699507389,77,5,1,1,1,1,3,3
4039,-151.43547437295564,1834,24,6,75,0.013086150490730643,77,8,2,1,2,2,1,4
4040,71.20204545454375,704,24,6,70,0.03409090909090909,77,7,1,1,1,1,2,4
4041,-3.313344887348528,1154,24,6,76,0.02079722703639515,77,12,1,1,2,1,3,10
4042,-27.260000000001433,1041,23,5,73,0.022094140249759846,77,5,1,1,1,2,1,3
4043,52.14033694343958,831,24,6,74,0.02888086642599278,77,9,1,1,2,2,1,7
4044,115.29367521367419,468,24,6,68,0.05128205128205128,77,6,1,1,1,1,2,6
4045,-14.170000000002062,1036,23,5,74,0.0222007722007722,77,9,2,1,1,1,1,9
4046,63.707741046830165,726,24,6,69,0.03305785123966942,77,6,1,1,2,1,1,4
4047,70.46492753623028,690,24,6,64,0.034782608695652174,77,6,1,1,1,1,1,6
4048,14.806805421101501,1033,24,6,75,0.023233301064859633,77,10,1,1,3,3,2,4
4049,22.25706638115445,934,24,6,71,0.02569593147751606,77,6,1,1,1,1,3,3
4050,86.68574692442759,569,24,6,75,0.0421792618629174,77,3,1,1,1,1,1,3
4051,-81.97000000000212,1300,23,5,74,0.01769230769230769,77,4,1,1,1,2,1,4
4052,133.12449877750527,409,24,6,68,0.05867970660146699,77,8,1,1,2,1,2,5
4053,51.641982082864885,893,24,6,73,0.026875699888017916,77,13,1,1,2,2,3,10
4054,44.334942528733514,870,24,6,74,0.027586206896551724,77,9,1,1,1,1,3,5
4055,18.219769484081873,911,24,6,75,0.026344676180021953,77,3,1,1,1,1,1,3
4056,107.96008403361242,476,24,6,71,0.05042016806722689,77,4,1,1,1,1,1,4
4057,142.9777319587625,388,24,6,64,0.061855670103092786,77,10,2,1,2,1,2,8
4058,-15.930000000001694,1013,23,5,70,0.022704837117472853,77,7,2,1,1,2,3,4
4059,61.072699386501185,815,24,6,71,0.029447852760736196,77,11,1,1,1,1,4,9
4060,91.08331022530197,577,24,6,75,0.0415944540727903,77,5,2,1,2,1,1,3
4061,-143.34472084024463,1809,24,6,76,0.013266998341625208,77,9,1,1,1,1,1,10
4062,91.3355209953331,643,24,6,58,0.03732503888024884,77,10,1,1,1,3,3,7
4063,-24.530000000001987,1071,23,5,70,0.021475256769374416,77,8,1,1,1,1,3,7
4064,44.22682242990526,856,24,6,75,0.028037383177570093,77,8,1,1,1,1,3,6
4065,-19.99000000000196,1156,23,5,76,0.019896193771626297,77,15,2,1,2,3,4,8
4066,58.857877237849735,782,24,6,73,0.030690537084398978,77,8,1,1,2,1,1,8
4067,45.64389521639948,878,24,6,73,0.02733485193621868,77,10,1,1,1,1,4,7
4068,-16.330000000001966,1030,23,5,70,0.02233009708737864,77,8,1,1,1,2,2,6
4069,68.56204545454378,704,24,6,74,0.03409090909090909,77,6,1,2,1,1,1,3
4070,99.6652892562003,605,24,6,66,0.03966942148760331,77,10,2,1,2,1,3,6
4071,129.76075055187636,453,24,6,62,0.052980132450331126,77,10,2,2,1,1,3,4
4072,-9.25999999999995,1041,23,5,73,0.022094140249759846,77,11,2,1,1,2,2,8
4073,115.02315018314896,546,24,6,72,0.04395604395604396,77,11,1,2,3,1,3,4
4074,122.18120458890894,523,24,6,67,0.045889101338432124,77,12,1,1,2,1,3,10
4075,110.23574692442756,569,24,6,70,0.0421792618629174,80,11,1,1,2,2,4,6
4076,94.58898251192325,629,24,6,63,0.03815580286168521,80,10,1,2,1,3,1,8
4077,61.41850415512288,722,24,6,68,0.0332409972299169,80,5,1,1,1,1,2,3
4078,-14.690714285716066,1120,24,6,74,0.02142857142857143,80,6,1,1,1,1,2,5
4079,13.270704934540003,993,24,6,69,0.02416918429003021,80,7,1,1,1,1,2,7
4080,-42.44000000000187,1131,23,5,71,0.020335985853227233,80,6,2,1,1,1,2,4
4081,32.800100100098625,999,24,6,66,0.024024024024024024,80,14,1,1,2,3,4,9
4082,-34.83000000000047,1017,22,4,71,0.021632251720747297,80,6,1,1,1,2,1,4
4083,0.6086193293867943,1014,24,6,75,0.023668639053254437,80,4,1,1,1,1,2,4
4084,83.38513788098605,689,24,6,72,0.03483309143686502,80,10,1,1,3,1,2,5
4085,69.24679890560698,731,24,6,75,0.03283173734610123,80,8,1,1,1,1,1,5
4086,11.97442870632459,1059,24,6,68,0.0226628895184136,80,11,1,1,1,1,4,8
4087,-27.860000000001605,1074,23,5,73,0.021415270018621976,80,7,1,1,2,1,1,4
4088,83.52576323987392,642,24,6,69,0.037383177570093455,80,7,1,1,1,1,2,6
4089,49.30876484560399,842,24,6,67,0.028503562945368172,80,9,2,1,1,1,1,8
4090,56.155869565215944,736,24,6,74,0.03260869565217391,80,4,1,1,1,1,1,5
4091,-252.95730145174537,2342,24,6,76,0.010247651579846286,80,8,1,1,1,1,2,7
4092,85.55814814814732,675,24,6,65,0.035555555555555556,80,10,1,1,2,1,3,7
4093,110.41574692442784,569,24,6,72,0.0421792618629174,80,11,2,1,2,3,2,4
4094,142.0284713375791,314,24,6,55,0.07643312101910828,80,5,1,1,1,1,1,3
4095,-20.565110356538263,1178,24,6,71,0.02037351443123939,80,8,2,1,1,1,2,6
4096,25.941482720177184,897,24,6,63,0.026755852842809364,80,5,1,1,1,1,1,6
4097,111.6341620626139,543,24,6,61,0.04419889502762431,80,10,1,1,1,3,1,7
4098,-7.093569576491111,1157,24,6,74,0.020743301642178046,80,11,1,1,2,1,4,7
4099,-66.5700000000021,1283,23,5,74,0.017926734216679657,80,8,1,1,1,1,3,7
4100,-57.52000000000117,1020,21,3,61,0.020588235294117647,80,4,1,1,1,3,1,3
4101,64.55531799729188,739,24,6,74,0.03247631935047361,80,7,1,1,1,2,2,4
4102,-24.315540540542443,1184,24,6,76,0.02027027027027027,80,7,1,1,1,1,1,4
4103,45.42560693641406,865,24,6,75,0.027745664739884393,80,9,1,2,1,1,1,9
4104,67.65351134846442,749,24,6,64,0.03204272363150868,80,9,1,1,2,1,2,5
4105,-4.4600000000018305,1002,23,5,73,0.022954091816367265,80,10,1,1,1,3,2,8
4106,63.929366106079186,773,24,6,76,0.031047865459249677,80,9,1,1,1,1,4,6
4107,-35.330000000001775,1095,23,5,70,0.021004566210045664,80,6,1,2,1,1,1,4
4108,87.62891891891755,592,24,6,70,0.04054054054054054,80,5,1,1,1,2,1,5
4109,22.854058272630965,961,24,6,71,0.02497398543184183,80,8,1,1,2,1,3,6
4110,-22.990000000001977,1066,23,5,76,0.021575984990619138,80,8,1,1,3,1,1,7
4111,71.84368983957036,748,24,6,75,0.03208556149732621,80,10,1,1,1,1,4,5
4112,116.56491803278576,488,24,6,60,0.04918032786885246,80,8,1,1,1,1,3,4
4113,6.808716683117549,1013,24,6,75,0.023692003948667325,80,6,1,1,1,1,1,4
4114,-21.350000000001977,1056,23,5,72,0.021780303030303032,80,8,1,1,2,1,4,5
4115,145.6069668246459,422,24,6,69,0.05687203791469194,80,13,1,1,2,3,3,5
4116,-25.330000000001796,1030,23,5,70,0.02233009708737864,80,5,1,1,1,1,3,4
4117,80.48898251192222,629,24,6,73,0.03815580286168521,80,5,1,1,1,1,2,4
4118,22.543842159914952,963,24,6,72,0.024922118380062305,80,8,1,1,2,1,1,6
4119,43.13547051442727,797,24,6,65,0.030112923462986198,80,4,1,1,1,1,1,5
4120,39.63834236186306,923,24,6,73,0.02600216684723727,80,11,1,1,3,1,2,5
4121,-22.950000000001523,1034,23,5,72,0.022243713733075435,80,6,1,2,1,1,3,2
4122,59.22682242990466,856,24,6,75,0.028037383177570093,80,13,1,1,2,3,3,9
4123,-13.390000000002019,1033,23,5,76,0.022265246853823813,80,9,2,1,2,1,2,6
4124,127.87371364653157,447,24,6,61,0.053691275167785234,80,9,1,2,1,2,1,5
4125,160.44843205574952,287,24,6,66,0.08362369337979095,80,9,1,1,1,1,3,8
4126,-122.91811881188369,1616,24,6,74,0.01485148514851485,80,3,1,1,1,1,1,3
4127,42.82792452829997,848,24,6,75,0.02830188679245283,80,7,2,1,2,1,1,6
4128,48.2364222503141,791,24,6,75,0.03034134007585335,80,5,1,1,1,1,1,5
4129,-19.090000000001456,1042,23,5,66,0.022072936660268713,80,8,1,1,1,1,3,7
4130,81.78992503747969,667,24,6,72,0.035982008995502246,80,8,1,1,1,2,1,8
4131,47.183609394311986,809,24,6,70,0.029666254635352288,80,6,1,1,1,1,3,5
4132,-47.99038216560719,1256,24,6,73,0.01910828025477707,80,4,1,1,1,1,1,5
4133,92.04286644951068,614,24,6,68,0.03908794788273615,80,8,1,1,1,1,1,9
4134,120.33883295194582,437,24,6,55,0.05491990846681922,80,6,1,1,1,1,1,7
4135,17.072669404515526,974,24,6,69,0.024640657084188913,80,7,1,1,1,1,1,7
4136,-50.3400000000004,1110,22,4,72,0.01981981981981982,80,7,2,1,1,1,3,5
4137,63.53778563015288,849,24,6,74,0.028268551236749116,80,14,2,1,2,2,4,9
4138,-62.77000000000105,1219,23,5,74,0.018867924528301886,80,5,1,1,1,1,1,6
4139,195.99666666666684,150,24,6,53,0.16,80,12,2,1,1,2,3,8
4140,75.39727540500738,679,24,6,61,0.035346097201767304,80,7,1,1,2,1,1,6
4141,37.502866817154455,886,24,6,67,0.02708803611738149,80,8,1,1,1,2,1,7
4142,-30.990000000001736,1046,23,5,76,0.02198852772466539,80,4,1,1,1,1,2,4
4143,97.25455252918175,514,24,6,70,0.04669260700389105,80,3,1,1,1,1,1,3
4144,158.36395136778103,329,24,6,70,0.0729483282674772,80,11,1,2,1,3,1,6
4145,-56.590000000001815,1139,22,4,67,0.019315188762071993,80,7,1,1,1,1,1,8
4146,-70.95000000000215,1259,23,5,72,0.018268467037331215,80,5,1,1,1,3,1,3
4147,-24.87000000000186,1029,22,4,75,0.021379980563654033,80,10,1,1,2,2,1,6
4148,69.03458950201701,743,24,6,66,0.03230148048452221,80,9,1,1,2,1,1,9
4149,-55.32181391712446,1279,24,6,76,0.018764659890539485,80,3,1,1,1,1,1,4
4150,81.70337423312769,652,24,6,71,0.03680981595092025,80,7,1,2,1,2,1,5
4151,25.94570824524107,946,24,6,72,0.02536997885835095,80,8,1,1,1,1,2,4
4152,43.71848341232023,844,24,6,76,0.02843601895734597,80,7,1,1,1,1,2,5
4153,-34.44000000000122,1091,23,5,71,0.021081576535288724,80,6,1,1,2,1,1,6
4154,65.44605442176785,735,24,6,75,0.0326530612244898,80,7,2,1,1,1,2,4
4155,134.299541778975,371,24,6,63,0.0646900269541779,80,6,1,1,1,1,1,6
4156,81.0869863013709,730,24,6,71,0.03287671232876712,80,12,1,1,1,2,3,10
4157,-20.37000000000046,1052,23,5,74,0.021863117870722433,80,8,1,1,1,1,2,6
4158,131.50364485981214,428,24,6,59,0.056074766355140186,80,9,1,1,1,2,1,8
4159,-30.49000000000145,1024,23,5,66,0.0224609375,80,3,1,1,1,1,1,4
4160,138.15125628140729,398,24,6,66,0.06030150753768844,80,9,1,1,3,1,1,6
4161,-27.150000000001732,1040,23,5,72,0.022115384615384617,80,5,1,1,1,1,1,5
4162,79.49155088852854,619,24,6,73,0.03877221324717286,80,4,1,1,1,1,1,4
4163,-30.897763157896797,1216,24,6,74,0.019736842105263157,80,7,2,1,1,1,2,5
4164,-29.24000000000104,1095,23,5,71,0.021004566210045664,80,8,2,1,2,3,1,4
4165,22.767411385605808,931,24,6,70,0.02577873254564984,80,6,1,1,1,2,1,4
4166,107.80876826722309,479,24,6,76,0.05010438413361169,80,4,1,1,1,1,3,2
4167,-67.48000000000178,1333,23,5,75,0.0172543135783946,80,11,2,1,1,1,3,9
4168,108.40379844961117,516,24,6,65,0.046511627906976744,80,7,1,1,1,1,2,6
4169,3.911996320145164,1087,24,6,74,0.02207911683532659,80,10,1,1,3,1,3,5
4170,36.33363636363447,880,24,6,74,0.02727272727272727,80,7,1,1,1,1,2,5
4171,-45.28000000000183,1147,23,5,75,0.02005231037489102,80,6,1,1,1,2,2,2
4172,40.725156445555136,799,24,6,76,0.030037546933667083,80,3,1,1,1,1,1,3
4173,-99.7371464487768,1591,24,6,76,0.01508485229415462,80,9,1,2,2,1,2,7
4174,89.04224751066702,703,24,6,66,0.034139402560455195,80,13,2,1,2,3,4,7
4175,-18.770000000001755,1044,23,5,74,0.022030651340996167,80,8,1,2,1,1,1,5
4176,-4.703938520654823,1041,24,6,76,0.023054755043227664,80,4,1,1,1,1,2,3
4177,-10.170000000001915,1001,23,5,74,0.022977022977022976,80,8,1,1,1,1,2,6
4178,-8.997149489323036,1077,24,6,75,0.022284122562674095,80,5,1,1,2,1,1,4
4179,37.044155251139586,876,24,6,73,0.0273972602739726,80,7,1,1,2,2,1,5
4180,-32.02000000000194,1108,23,5,69,0.02075812274368231,80,8,2,1,3,1,1,4
4181,111.79675736961359,441,24,6,69,0.05442176870748299,80,3,1,1,1,1,1,4
4182,-43.53000000000191,1151,23,5,70,0.01998262380538662,80,7,1,1,2,1,1,3
4183,82.093884892085,695,24,6,71,0.034532374100719423,80,10,1,1,3,2,2,4
4184,41.47150668286571,823,24,6,71,0.02916160388821385,80,5,1,1,1,2,1,5
4185,-2.1980882352961224,1088,24,6,75,0.022058823529411766,80,8,1,1,2,1,4,5
4186,97.12391304347715,575,24,6,71,0.04173913043478261,80,7,1,1,3,1,1,5
4187,108.34841269841152,504,24,6,71,0.047619047619047616,80,6,1,1,1,1,1,6
4188,-48.68000000000192,1179,23,5,75,0.019508057675996608,80,7,2,1,1,1,2,5
4189,150.77602076124603,289,24,6,63,0.08304498269896193,80,6,1,1,1,2,2,5
4190,-45.730000000001674,1132,23,5,70,0.020318021201413426,80,5,1,1,1,1,1,5
4191,31.048203309692042,846,24,6,73,0.028368794326241134,80,3,1,1,1,1,1,3
4192,104.02666666666707,600,24,6,70,0.04,80,11,1,1,1,2,3,9
4193,48.244843945066656,801,24,6,64,0.0299625468164794,80,6,1,1,1,2,1,6
4194,56.32123359579931,762,24,6,67,0.031496062992125984,80,6,2,1,1,2,3,3
4195,-106.73489583333561,1536,24,6,76,0.015625,80,3,1,1,1,1,1,4
4196,-106.08000000000182,1436,23,5,75,0.016016713091922007,80,5,1,1,1,1,1,5
4197,80.15869625520236,721,24,6,74,0.033287101248266296,80,11,1,1,1,3,4,6
4198,-18.950000000001957,1029,23,5,72,0.022351797862001945,80,7,1,1,3,1,1,4
4199,79.30408320492911,649,24,6,71,0.03697996918335902,80,6,1,1,1,1,1,4
4200,23.127411385605306,931,24,6,74,0.02577873254564984,80,6,1,1,1,1,2,4
4201,148.8163054187211,406,24,6,69,0.059113300492610835,80,13,2,1,3,2,3,6
4202,-94.13540051679841,1548,24,6,76,0.015503875968992248,80,8,1,1,1,1,2,6
4203,70.17513513513342,740,24,6,72,0.032432432432432434,80,9,1,1,2,1,3,6
4204,27.722485939255776,889,24,6,65,0.02699662542182227,80,5,1,1,1,1,1,6
4205,9.225693779902251,1045,24,6,73,0.022966507177033493,80,9,1,1,2,1,2,8
4206,92.40649452269176,639,24,6,61,0.03755868544600939,80,10,1,1,1,2,3,8
4207,137.4380965147446,373,24,6,69,0.064343163538874,80,7,1,1,3,1,1,3
4208,68.7165822784824,790,24,6,67,0.030379746835443037,80,12,2,1,2,2,3,8
4209,108.91953321364444,557,24,6,62,0.04308797127468582,80,10,1,1,1,3,2,7
4210,-43.31000000000175,1104,23,5,68,0.020833333333333332,80,4,1,1,1,1,2,3
4211,-13.26000000000198,1001,23,5,73,0.022977022977022976,80,7,1,1,2,1,1,4
4212,20.77160714285585,896,24,6,70,0.026785714285714284,80,3,1,1,1,2,2,2
4213,-16.280000000002012,1032,23,5,75,0.022286821705426358,80,8,1,1,2,1,3,5
4214,126.70267822736116,519,24,6,75,0.046242774566473986,80,13,1,2,1,3,2,10
4215,85.00705882352781,680,24,6,70,0.03529411764705882,80,10,2,1,1,3,1,6
4216,-27.59000000000179,1059,23,5,76,0.021718602455146365,80,6,1,1,2,1,4,3
4217,108.40691588784993,535,24,6,74,0.044859813084112146,80,8,1,2,1,2,1,7
4218,124.97691973969589,461,24,6,60,0.052060737527114966,80,9,1,1,2,1,4,3
4219,-77.13021632938161,1433,24,6,76,0.01674808094905792,80,6,2,1,3,1,1,4
4220,58.47771392081569,783,24,6,71,0.03065134099616858,80,8,1,2,2,1,2,4
4221,-14.491816578485107,1134,24,6,74,0.021164021164021163,80,7,1,2,1,1,1,7
4222,33.18834236186186,923,24,6,68,0.02600216684723727,80,9,1,1,1,3,2,7
4223,-68.39000000000175,1278,23,5,76,0.017996870109546165,80,7,1,1,1,2,1,4
4224,4.09460737937359,1057,24,6,76,0.02270577105014191,80,8,1,1,2,1,3,6
4225,31.67917030567495,916,24,6,69,0.026200873362445413,80,8,2,1,1,2,1,6
4226,42.555874855154435,863,24,6,72,0.027809965237543453,80,8,2,1,1,2,1,5
4227,112.04413276231172,467,24,6,63,0.05139186295503212,80,5,1,1,1,1,1,3
4228,14.869999999999571,1000,24,6,69,0.024,80,8,1,1,1,1,3,7
4229,-26.620000000001923,1066,23,5,69,0.021575984990619138,80,7,1,1,2,1,1,7
4230,90.08600624024876,641,24,6,73,0.0374414976599064,80,9,1,2,1,1,2,4
4231,-19.570000000001905,1003,23,5,74,0.022931206380857428,80,5,2,1,1,1,1,4
4232,19.097370983444815,1027,24,6,76,0.023369036027263874,80,11,2,2,1,1,1,10
4233,95.19064846416244,586,24,6,74,0.040955631399317405,80,7,1,1,1,1,2,6
4234,-26.130000000000628,1064,23,5,70,0.021616541353383457,80,7,1,1,1,2,2,6
4235,73.94368983957038,748,24,6,65,0.03208556149732621,80,11,1,1,1,2,2,10
4236,43.44641443538937,859,24,6,73,0.027939464493597205,80,8,1,1,2,1,2,4
4237,-18.97000000000217,1105,23,5,74,0.02081447963800905,80,12,1,2,1,3,2,9
4238,-26.713119026933427,1151,24,6,76,0.020851433536055605,80,4,1,1,1,2,1,4
4239,58.653511348462786,749,24,6,64,0.03204272363150868,80,6,1,1,1,1,2,5
4240,-9.398592321756672,1094,24,6,75,0.021937842778793418,80,6,1,1,2,1,3,3
4241,65.13224751066701,703,24,6,67,0.034139402560455195,80,5,1,1,1,3,1,3
4242,-57.72254066615238,1291,24,6,76,0.018590240123934933,80,3,1,1,1,1,2,3
4243,-8.204015477215435,1163,24,6,75,0.02063628546861565,80,11,2,1,1,3,2,5
4244,-46.440000000001824,1151,23,5,71,0.01998262380538662,80,6,1,1,1,1,3,4
4245,130.33675736961362,441,24,6,75,0.05442176870748299,80,9,1,2,1,1,2,6
4246,-28.680000000001694,1109,23,5,75,0.020739404869251576,80,9,1,1,3,2,2,4
4247,0.4056937799024727,1045,24,6,75,0.022966507177033493,80,6,1,1,1,2,1,4
4248,93.17077170417876,622,24,6,65,0.03858520900321544,80,9,1,1,2,2,1,6
4249,-22.380000000001765,1043,23,5,65,0.02205177372962608,80,7,2,1,1,1,2,3
4250,50.73623978201482,734,24,6,76,0.0326975476839237,80,2,1,1,1,1,1,2
4251,23.566157112524557,942,24,6,70,0.025477707006369428,80,7,1,1,2,1,3,3
4252,65.18135922330252,824,24,6,70,0.02912621359223301,80,13,1,1,1,3,3,10
4253,-37.3227202472975,1294,24,6,76,0.01854714064914992,80,10,1,1,1,1,2,10
4254,-18.880000000001832,1000,23,5,75,0.023,80,5,2,1,1,2,1,4
4255,149.41027027027118,370,24,6,62,0.06486486486486487,80,11,1,1,1,2,3,9
4256,-19.840000000001034,1018,23,5,71,0.022593320235756387,80,6,1,1,1,1,2,6
4257,96.07750418760331,597,24,6,75,0.04020100502512563,80,8,1,1,1,1,1,9
4258,105.69417475728041,515,24,6,66,0.04660194174757282,80,6,1,1,1,1,2,4
4259,-35.56000000000112,1022,22,4,74,0.021526418786692758,80,6,1,1,3,2,1,4
4260,52.69562814070157,796,24,6,69,0.03015075376884422,80,7,1,1,1,2,2,3
4261,24.748459869846258,922,24,6,72,0.026030368763557483,80,6,1,1,1,1,1,5
4262,-19.87000000000092,1045,23,5,64,0.02200956937799043,80,8,1,1,2,1,1,8
4263,127.2650537634398,465,24,6,61,0.05161290322580645,80,10,1,2,1,2,1,9
4264,-54.280000000001756,1192,23,5,75,0.01929530201342282,80,6,1,1,1,1,1,4
4265,104.38598272138138,463,24,6,69,0.05183585313174946,80,2,1,1,1,1,1,3
4266,43.67091898427858,827,24,6,71,0.02902055622732769,80,6,1,1,1,3,2,4
4267,-15.75000000000166,1013,23,5,72,0.022704837117472853,80,7,1,1,1,1,1,4
4268,35.75337868480525,882,24,6,72,0.027210884353741496,80,7,1,1,1,2,3,3
4269,12.855152471081297,951,24,6,71,0.025236593059936908,80,4,1,1,1,1,1,4
4270,89.2806484641625,586,24,6,75,0.040955631399317405,80,5,1,1,1,2,1,3
4271,-138.54535519125838,1830,24,6,76,0.013114754098360656,80,12,1,1,1,2,4,9
4272,70.05432098765279,648,24,6,66,0.037037037037037035,80,3,1,1,1,1,1,4
4273,35.64325028312377,883,24,6,73,0.027180067950169876,80,7,1,1,1,1,2,5
4274,91.65873015872866,630,24,6,66,0.0380952380952381,80,9,1,1,2,1,2,8
4275,10.340603621728539,994,24,6,72,0.02414486921529175,80,6,1,1,2,1,1,6
4276,82.57772870662312,634,24,6,74,0.03785488958990536,80,6,1,1,2,1,2,3
4277,-18.312203687446917,1139,24,6,76,0.021071115013169446,80,6,2,1,1,1,1,6
4278,45.64013215859033,908,24,6,73,0.02643171806167401,80,12,2,1,3,1,3,7
4279,78.05749262536708,678,24,6,55,0.035398230088495575,80,8,1,1,1,1,1,7
4280,50.33494252873345,870,24,6,74,0.027586206896551724,80,11,1,1,3,1,2,9
4281,55.95890606420723,841,24,6,72,0.028537455410225922,80,11,1,1,3,1,3,7
4282,-34.770000000001545,1079,23,5,74,0.021316033364226137,80,5,1,1,1,1,1,6
4283,99.63360983103101,651,24,6,68,0.03686635944700461,80,13,1,1,3,3,2,8
4284,83.6855209953329,643,24,6,73,0.03732503888024884,80,7,1,1,1,1,1,8
4285,-26.86000000000187,1069,23,5,73,0.021515434985968196,80,7,1,1,1,1,1,6
4286,25.218577633005953,921,24,6,75,0.026058631921824105,80,6,1,1,1,1,1,6
4287,43.576686114351176,857,24,6,70,0.028004667444574097,80,8,1,2,1,3,1,5
4288,42.54210012209826,819,24,6,74,0.029304029304029304,80,5,1,1,2,1,1,3
4289,-54.39000000000193,1313,23,5,76,0.017517136329017517,80,14,2,2,1,2,4,6
4290,89.48094017093891,585,24,6,75,0.041025641025641026,80,5,1,1,1,1,1,6
4291,-21.06000000000185,1010,23,5,73,0.02277227722772277,80,5,1,1,1,1,2,3
4292,78.8250165016488,606,24,6,70,0.039603960396039604,80,3,1,1,1,1,1,2
4293,-62.44000000000148,1336,23,5,71,0.01721556886227545,80,13,1,1,3,2,4,7
4294,72.94326647564309,698,24,6,76,0.034383954154727794,80,7,1,1,1,2,1,3
4295,32.30148272017646,897,24,6,67,0.026755852842809364,80,7,1,1,1,1,1,8
4296,-15.990000000002013,1046,23,5,76,0.02198852772466539,80,9,1,1,1,1,1,10
4297,39.92224938875114,818,24,6,76,0.029339853300733496,80,4,1,1,1,1,1,4
4298,52.88054830287017,766,24,6,71,0.031331592689295036,80,5,1,1,1,1,1,4
4299,27.73389521639906,878,24,6,74,0.02733485193621868,80,4,1,1,1,1,1,3
4300,161.86467532467637,308,24,6,62,0.07792207792207792,80,11,1,1,1,3,4,6
4301,-19.620000000001998,1091,23,5,69,0.021081576535288724,80,11,1,1,1,3,1,10
4302,-24.080000000001395,1116,23,5,75,0.02060931899641577,80,11,1,1,3,2,1,9
4303,59.97679890560704,731,24,6,72,0.03283173734610123,80,5,1,1,1,1,2,4
4304,-46.79000000000199,1200,23,5,76,0.019166666666666665,80,9,1,2,1,1,2,5
4305,163.52112582781464,302,24,6,67,0.07947019867549669,80,11,1,1,2,1,2,10
4306,39.27210012209829,819,24,6,71,0.029304029304029304,80,4,1,1,1,1,1,5
4307,-77.33026499302918,1434,24,6,76,0.016736401673640166,80,6,1,1,1,1,1,4
4308,10.132165898616122,1085,24,6,72,0.022119815668202765,80,12,1,2,1,3,2,8
4309,11.207943192946109,1021,24,6,75,0.023506366307541625,80,8,1,1,1,2,1,6
4310,54.64515644555492,799,24,6,64,0.030037546933667083,80,8,2,1,2,1,2,6
4311,145.30641025641,390,24,6,61,0.06153846153846154,80,11,1,1,3,1,3,6
4312,-34.1900000000019,1107,23,5,76,0.02077687443541102,80,7,1,1,1,3,1,5
4313,126.38141649048778,473,24,6,69,0.0507399577167019,80,10,1,1,1,1,4,6
4314,-10.401426040745624,1129,24,6,75,0.021257750221434897,80,8,1,1,2,1,2,4
4315,-84.1700000000025,1371,23,5,74,0.016776075857038657,80,8,1,1,1,1,1,7
4316,89.7957632398739,642,24,6,72,0.037383177570093455,80,9,1,2,2,1,4,4
4317,-5.570000000002006,1008,23,5,74,0.022817460317460316,80,10,1,1,3,1,2,7
4318,67.55812154695965,724,24,6,74,0.03314917127071823,80,7,1,1,1,1,1,7
4319,123.029643605869,477,24,6,74,0.050314465408805034,80,9,1,1,1,3,2,3
4320,-98.66000000000261,1413,23,5,73,0.01627742392073602,80,6,1,1,1,2,1,4
4321,13.899206349204594,1008,24,6,76,0.023809523809523808,80,8,1,2,1,2,1,5
4322,9.63330578512225,968,24,6,73,0.024793388429752067,80,4,1,2,1,1,1,3
4323,27.034602510458306,956,24,6,73,0.02510460251046025,80,9,1,2,1,2,2,3
4324,74.94870012869893,777,24,6,74,0.03088803088803089,80,13,1,2,1,3,3,5
4325,-107.4600000000024,1427,23,5,73,0.0161177295024527,80,4,1,1,1,1,2,3
4326,11.927874865156006,927,24,6,74,0.025889967637540454,80,2,1,1,1,1,1,2
4327,35.97363636363429,880,24,6,70,0.02727272727272727,80,7,1,1,1,1,1,8
4328,37.132233445564765,891,24,6,74,0.026936026936026935,80,8,1,1,2,1,2,4
4329,75.70450867051865,692,24,6,60,0.03468208092485549,80,8,2,1,3,1,1,4
4330,-27.1700000000018,1026,23,5,74,0.022417153996101363,80,4,1,1,1,1,2,2
4331,77.411975683889,658,24,6,70,0.0364741641337386,80,6,1,1,3,1,1,3
4332,93.32271157167392,579,24,6,71,0.04145077720207254,80,6,1,1,1,1,3,3
4333,59.00836970474782,779,24,6,68,0.03080872913992298,80,8,1,1,2,1,1,4
4334,-20.88000000000196,1040,23,5,75,0.022115384615384617,80,7,1,2,1,1,2,5
4335,104.3116129032248,496,24,6,75,0.04838709677419355,80,4,1,1,1,1,1,5
4336,49.655313283206056,798,24,6,73,0.03007518796992481,80,6,1,1,3,1,1,4
4337,-25.770000000001623,1049,23,5,74,0.0219256434699714,80,6,1,1,1,1,2,6
4338,84.5233742331286,652,24,6,69,0.03680981595092025,80,8,1,1,2,1,2,5
4339,-103.1900000000022,1542,23,5,76,0.014915693904020753,80,13,1,1,3,3,2,9
